match_id,matchup,p1_ai,p2_ai,winner_label,winner_index,termination,turns_completed,loadout_deck,loadout_class,loadout_barracks,loadout_battlefields,p1_final_score,p2_final_score
382,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Relentless Assault,Storm Warden,Quartermaster's Bastion,"Bloodletting Altar, Ironheart Forges, Silent Chasm",8.75,88.75
383,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Arcane Manipulators,Arch-Hierarch,Ossuary Keep,"Ironheart Forges, Breach Point, Hall of Mirrors",9.5,89.25
384,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Inspiring Defenders,Storm Warden,Quartermaster's Bastion,"Ironheart Forges, Breach Point, Scorched Wastes",5.25,91.5
385,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Siege Masters,Ash Chancellor,Ossuary Keep,"Grand Cathedral, Martyr’s Square, Arcane Nexus",8.5,96.25
386,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,7,Sacrificial Cult,Ash Chancellor,War-Wrought Citadel,"Scorched Wastes, Ironheart Forges, Breach Point",22.5,80.0
387,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Sacrificial Cult,Vanguard,Ossuary Keep,"Scorched Wastes, Bloodletting Altar, Hall of Mirrors",6.0,90.25
388,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Arcane Manipulators,Storm Warden,Quartermaster's Bastion,"Ironheart Forges, Bloodletting Altar, Silent Chasm",21.75,74.5
389,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,7,Arcane Manipulators,Arch-Hierarch,Quartermaster's Bastion,"Bloodletting Altar, Scorched Wastes, Silent Chasm",8.75,83.25
390,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Siege Masters,Grand Strategist,Quartermaster's Bastion,"Grand Cathedral, Arcane Nexus, Breach Point",23.25,88.75
391,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,7,Arcane Manipulators,Vanguard,Sanctum of the Fallen,"Breach Point, Hall of Mirrors, Silent Chasm",6.75,88.25
392,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,4,Arcane Manipulators,Storm Warden,War-Wrought Citadel,"Silent Chasm, Breach Point, Hall of Mirrors",7.0,86.0
393,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Siege Masters,Ash Chancellor,War-Wrought Citadel,"Grand Cathedral, Scorched Wastes, Hall of Mirrors",8.5,95.5
394,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Arcane Manipulators,Vanguard,Sanctum of the Fallen,"Silent Chasm, Scorched Wastes, Breach Point",6.25,77.25
395,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Relentless Assault,Grand Strategist,War-Wrought Citadel,"Grand Cathedral, Arcane Nexus, Scorched Wastes",8.75,95.75
396,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Siege Masters,Arch-Hierarch,High Command Spire,"Scorched Wastes, Breach Point, Hall of Mirrors",8.5,93.75
397,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Sacrificial Cult,Ash Chancellor,War-Wrought Citadel,"Ironheart Forges, Hall of Mirrors, Martyr’s Square",9.0,93.75
398,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Relentless Assault,Storm Warden,Quartermaster's Bastion,"Scorched Wastes, Arcane Nexus, Martyr’s Square",7.0,88.5
399,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Relentless Assault,Arch-Hierarch,War-Wrought Citadel,"Breach Point, Grand Cathedral, Ironheart Forges",9.0,93.5
400,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Arcane Manipulators,Storm Warden,War-Wrought Citadel,"Hall of Mirrors, Scorched Wastes, Arcane Nexus",6.75,87.5
401,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,7,Siege Masters,Grand Strategist,High Command Spire,"Ironheart Forges, Martyr’s Square, Grand Cathedral",8.75,107.25
402,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,7,Siege Masters,Vanguard,High Command Spire,"Scorched Wastes, Breach Point, Arcane Nexus",24.5,87.0
403,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Relentless Assault,Arch-Hierarch,Quartermaster's Bastion,"Scorched Wastes, Grand Cathedral, Bloodletting Altar",9.0,87.5
404,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Relentless Assault,Grand Strategist,Sanctum of the Fallen,"Breach Point, Arcane Nexus, Scorched Wastes",6.5,96.75
405,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Arcane Manipulators,Vanguard,High Command Spire,"Hall of Mirrors, Silent Chasm, Bloodletting Altar",20.25,79.5
406,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Relentless Assault,Storm Warden,Ossuary Keep,"Hall of Mirrors, Scorched Wastes, Bloodletting Altar",21.0,76.0
407,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Sacrificial Cult,Vanguard,War-Wrought Citadel,"Bloodletting Altar, Martyr’s Square, Ironheart Forges",8.75,88.0
408,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Arcane Manipulators,Storm Warden,Sanctum of the Fallen,"Hall of Mirrors, Breach Point, Arcane Nexus",8.5,83.25
409,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Inspiring Defenders,Storm Warden,War-Wrought Citadel,"Scorched Wastes, Breach Point, Grand Cathedral",7.75,89.75
410,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Sacrificial Cult,Grand Strategist,Ossuary Keep,"Breach Point, Silent Chasm, Ironheart Forges",7.25,99.5
411,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Relentless Assault,Grand Strategist,Ossuary Keep,"Breach Point, Scorched Wastes, Arcane Nexus",9.5,94.75
412,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Sacrificial Cult,Vanguard,Quartermaster's Bastion,"Ironheart Forges, Silent Chasm, Arcane Nexus",8.5,87.25
413,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Relentless Assault,Storm Warden,Sanctum of the Fallen,"Hall of Mirrors, Bloodletting Altar, Silent Chasm",6.5,91.75
414,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Sacrificial Cult,Ash Chancellor,High Command Spire,"Bloodletting Altar, Breach Point, Martyr’s Square",10.0,87.0
415,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,7,Arcane Manipulators,Arch-Hierarch,High Command Spire,"Scorched Wastes, Martyr’s Square, Hall of Mirrors",10.25,94.5
416,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Siege Masters,Ash Chancellor,Sanctum of the Fallen,"Breach Point, Martyr’s Square, Scorched Wastes",8.75,91.0
417,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Inspiring Defenders,Ash Chancellor,Quartermaster's Bastion,"Bloodletting Altar, Ironheart Forges, Breach Point",7.5,91.75
418,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Siege Masters,Vanguard,High Command Spire,"Arcane Nexus, Ironheart Forges, Martyr’s Square",8.25,97.75
419,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Siege Masters,Vanguard,Ossuary Keep,"Ironheart Forges, Silent Chasm, Scorched Wastes",6.25,84.25
420,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,7,Inspiring Defenders,Arch-Hierarch,Sanctum of the Fallen,"Hall of Mirrors, Grand Cathedral, Bloodletting Altar",10.5,96.75
421,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Inspiring Defenders,Ash Chancellor,High Command Spire,"Grand Cathedral, Hall of Mirrors, Martyr’s Square",10.0,91.25
422,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Siege Masters,Vanguard,War-Wrought Citadel,"Hall of Mirrors, Arcane Nexus, Scorched Wastes",8.25,91.5
423,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,4,Siege Masters,Ash Chancellor,Ossuary Keep,"Hall of Mirrors, Silent Chasm, Grand Cathedral",7.5,88.25
424,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Siege Masters,Grand Strategist,High Command Spire,"Martyr’s Square, Ironheart Forges, Breach Point",6.5,91.0
425,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,7,Inspiring Defenders,Vanguard,Ossuary Keep,"Arcane Nexus, Ironheart Forges, Hall of Mirrors",8.75,96.5
426,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Arcane Manipulators,Storm Warden,Quartermaster's Bastion,"Martyr’s Square, Grand Cathedral, Scorched Wastes",9.0,86.25
427,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,8,Inspiring Defenders,Storm Warden,Ossuary Keep,"Grand Cathedral, Martyr’s Square, Hall of Mirrors",11.25,109.0
428,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Sacrificial Cult,Storm Warden,Sanctum of the Fallen,"Grand Cathedral, Scorched Wastes, Silent Chasm",7.5,89.0
429,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Siege Masters,Arch-Hierarch,Sanctum of the Fallen,"Bloodletting Altar, Grand Cathedral, Breach Point",9.5,92.25
430,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,7,Sacrificial Cult,Vanguard,Sanctum of the Fallen,"Grand Cathedral, Arcane Nexus, Scorched Wastes",7.0,91.25
431,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Arcane Manipulators,Storm Warden,War-Wrought Citadel,"Grand Cathedral, Hall of Mirrors, Breach Point",7.25,90.0
432,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Sacrificial Cult,Grand Strategist,Ossuary Keep,"Hall of Mirrors, Arcane Nexus, Bloodletting Altar",9.25,103.0
433,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Relentless Assault,Grand Strategist,Sanctum of the Fallen,"Breach Point, Martyr’s Square, Hall of Mirrors",6.25,101.5
434,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Relentless Assault,Vanguard,Ossuary Keep,"Arcane Nexus, Breach Point, Hall of Mirrors",8.0,92.25
435,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Relentless Assault,Grand Strategist,War-Wrought Citadel,"Ironheart Forges, Martyr’s Square, Hall of Mirrors",22.25,88.5
436,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Sacrificial Cult,Grand Strategist,War-Wrought Citadel,"Scorched Wastes, Martyr’s Square, Silent Chasm",9.5,94.0
437,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Siege Masters,Vanguard,War-Wrought Citadel,"Bloodletting Altar, Scorched Wastes, Martyr’s Square",7.0,88.0
438,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Sacrificial Cult,Vanguard,War-Wrought Citadel,"Silent Chasm, Bloodletting Altar, Grand Cathedral",8.25,88.25
439,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,7,Inspiring Defenders,Ash Chancellor,Ossuary Keep,"Ironheart Forges, Silent Chasm, Scorched Wastes",12.5,98.5
440,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Sacrificial Cult,Arch-Hierarch,High Command Spire,"Breach Point, Martyr’s Square, Scorched Wastes",7.0,85.75
441,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Sacrificial Cult,Grand Strategist,Quartermaster's Bastion,"Hall of Mirrors, Arcane Nexus, Breach Point",9.25,102.75
442,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Arcane Manipulators,Vanguard,Sanctum of the Fallen,"Hall of Mirrors, Bloodletting Altar, Breach Point",7.5,89.0
443,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Arcane Manipulators,Storm Warden,High Command Spire,"Arcane Nexus, Breach Point, Ironheart Forges",33.0,63.0
444,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,8,Sacrificial Cult,Storm Warden,High Command Spire,"Ironheart Forges, Grand Cathedral, Breach Point",12.5,98.0
445,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,7,Arcane Manipulators,Arch-Hierarch,High Command Spire,"Bloodletting Altar, Breach Point, Silent Chasm",8.0,87.75
446,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Relentless Assault,Arch-Hierarch,Quartermaster's Bastion,"Breach Point, Martyr’s Square, Hall of Mirrors",9.0,90.25
447,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Sacrificial Cult,Ash Chancellor,Sanctum of the Fallen,"Arcane Nexus, Scorched Wastes, Ironheart Forges",8.25,87.0
448,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Siege Masters,Storm Warden,War-Wrought Citadel,"Ironheart Forges, Martyr’s Square, Breach Point",8.0,87.75
449,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Inspiring Defenders,Storm Warden,War-Wrought Citadel,"Ironheart Forges, Silent Chasm, Scorched Wastes",7.0,90.25
450,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Inspiring Defenders,Storm Warden,Quartermaster's Bastion,"Hall of Mirrors, Ironheart Forges, Breach Point",20.5,86.0
451,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Relentless Assault,Ash Chancellor,Quartermaster's Bastion,"Hall of Mirrors, Silent Chasm, Scorched Wastes",8.75,92.5
452,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Arcane Manipulators,Ash Chancellor,War-Wrought Citadel,"Silent Chasm, Bloodletting Altar, Arcane Nexus",8.75,82.75
453,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Sacrificial Cult,Grand Strategist,Quartermaster's Bastion,"Martyr’s Square, Ironheart Forges, Breach Point",6.5,92.5
454,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Sacrificial Cult,Vanguard,War-Wrought Citadel,"Martyr’s Square, Ironheart Forges, Grand Cathedral",8.75,88.75
455,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,8,Inspiring Defenders,Arch-Hierarch,Ossuary Keep,"Grand Cathedral, Breach Point, Hall of Mirrors",9.5,100.75
456,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,7,Siege Masters,Grand Strategist,High Command Spire,"Grand Cathedral, Arcane Nexus, Ironheart Forges",9.0,102.0
457,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Siege Masters,Arch-Hierarch,Sanctum of the Fallen,"Arcane Nexus, Martyr’s Square, Ironheart Forges",8.75,89.25
458,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Sacrificial Cult,Grand Strategist,Quartermaster's Bastion,"Arcane Nexus, Breach Point, Grand Cathedral",7.25,97.25
459,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,7,Arcane Manipulators,Arch-Hierarch,War-Wrought Citadel,"Hall of Mirrors, Silent Chasm, Scorched Wastes",8.25,90.5
460,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Inspiring Defenders,Grand Strategist,Quartermaster's Bastion,"Arcane Nexus, Bloodletting Altar, Martyr’s Square",8.5,101.0
461,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Arcane Manipulators,Arch-Hierarch,Quartermaster's Bastion,"Bloodletting Altar, Martyr’s Square, Hall of Mirrors",9.0,92.75
462,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,8,Inspiring Defenders,Grand Strategist,Ossuary Keep,"Hall of Mirrors, Scorched Wastes, Martyr’s Square",10.5,113.25
463,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Sacrificial Cult,Arch-Hierarch,War-Wrought Citadel,"Scorched Wastes, Breach Point, Ironheart Forges",7.25,86.0
464,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,7,Arcane Manipulators,Grand Strategist,High Command Spire,"Scorched Wastes, Martyr’s Square, Hall of Mirrors",21.0,88.75
465,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Sacrificial Cult,Storm Warden,War-Wrought Citadel,"Arcane Nexus, Scorched Wastes, Hall of Mirrors",6.75,90.25
466,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Inspiring Defenders,Arch-Hierarch,Sanctum of the Fallen,"Ironheart Forges, Hall of Mirrors, Arcane Nexus",12.0,90.5
467,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Inspiring Defenders,Ash Chancellor,Sanctum of the Fallen,"Grand Cathedral, Scorched Wastes, Ironheart Forges",8.75,93.75
468,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,8,Inspiring Defenders,Storm Warden,Quartermaster's Bastion,"Martyr’s Square, Ironheart Forges, Scorched Wastes",7.5,92.5
469,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Inspiring Defenders,Arch-Hierarch,Quartermaster's Bastion,"Grand Cathedral, Scorched Wastes, Ironheart Forges",10.25,92.25
470,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Siege Masters,Grand Strategist,Sanctum of the Fallen,"Silent Chasm, Breach Point, Scorched Wastes",8.75,98.75
471,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Siege Masters,Arch-Hierarch,War-Wrought Citadel,"Scorched Wastes, Silent Chasm, Martyr’s Square",20.0,77.0
472,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,7,Sacrificial Cult,Storm Warden,Quartermaster's Bastion,"Silent Chasm, Arcane Nexus, Grand Cathedral",9.25,93.25
473,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Siege Masters,Vanguard,Quartermaster's Bastion,"Hall of Mirrors, Ironheart Forges, Silent Chasm",8.75,93.0
474,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Siege Masters,Ash Chancellor,Quartermaster's Bastion,"Grand Cathedral, Martyr’s Square, Silent Chasm",10.0,89.75
475,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Relentless Assault,Arch-Hierarch,High Command Spire,"Scorched Wastes, Grand Cathedral, Arcane Nexus",7.75,88.5
476,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Sacrificial Cult,Vanguard,Quartermaster's Bastion,"Arcane Nexus, Grand Cathedral, Hall of Mirrors",7.5,94.25
477,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Relentless Assault,Grand Strategist,Ossuary Keep,"Silent Chasm, Martyr’s Square, Grand Cathedral",9.25,101.25
478,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Arcane Manipulators,Vanguard,High Command Spire,"Bloodletting Altar, Hall of Mirrors, Grand Cathedral",8.5,92.5
479,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,7,Sacrificial Cult,Grand Strategist,Sanctum of the Fallen,"Ironheart Forges, Arcane Nexus, Hall of Mirrors",8.0,106.25
480,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Inspiring Defenders,Grand Strategist,Ossuary Keep,"Grand Cathedral, Arcane Nexus, Hall of Mirrors",7.0,109.75
481,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,7,Inspiring Defenders,Ash Chancellor,High Command Spire,"Breach Point, Grand Cathedral, Martyr’s Square",12.75,96.0
482,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Arcane Manipulators,Grand Strategist,Sanctum of the Fallen,"Arcane Nexus, Breach Point, Ironheart Forges",5.75,96.25
483,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,7,Arcane Manipulators,Arch-Hierarch,Ossuary Keep,"Hall of Mirrors, Breach Point, Scorched Wastes",21.75,80.75
484,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,8,Arcane Manipulators,Arch-Hierarch,High Command Spire,"Scorched Wastes, Hall of Mirrors, Breach Point",11.75,88.5
485,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Siege Masters,Vanguard,High Command Spire,"Martyr’s Square, Arcane Nexus, Bloodletting Altar",24.25,77.5
486,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Siege Masters,Vanguard,High Command Spire,"Breach Point, Hall of Mirrors, Grand Cathedral",10.0,91.75
487,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Arcane Manipulators,Ash Chancellor,Sanctum of the Fallen,"Arcane Nexus, Silent Chasm, Scorched Wastes",10.25,88.75
488,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Siege Masters,Storm Warden,Quartermaster's Bastion,"Scorched Wastes, Ironheart Forges, Hall of Mirrors",21.75,83.0
489,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Relentless Assault,Vanguard,Sanctum of the Fallen,"Scorched Wastes, Arcane Nexus, Bloodletting Altar",6.5,88.25
490,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Sacrificial Cult,Arch-Hierarch,Ossuary Keep,"Martyr’s Square, Silent Chasm, Grand Cathedral",7.75,87.0
491,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Siege Masters,Storm Warden,Quartermaster's Bastion,"Ironheart Forges, Breach Point, Bloodletting Altar",22.25,78.0
492,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Siege Masters,Vanguard,Quartermaster's Bastion,"Scorched Wastes, Arcane Nexus, Silent Chasm",8.0,87.5
493,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,5,Sacrificial Cult,Arch-Hierarch,High Command Spire,"Bloodletting Altar, Silent Chasm, Breach Point",23.75,72.5
494,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Sacrificial Cult,Ash Chancellor,Ossuary Keep,"Breach Point, Grand Cathedral, Bloodletting Altar",7.75,86.5
495,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,7,Sacrificial Cult,Vanguard,Ossuary Keep,"Grand Cathedral, Scorched Wastes, Bloodletting Altar",22.75,80.25
496,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Inspiring Defenders,Storm Warden,Ossuary Keep,"Bloodletting Altar, Martyr’s Square, Breach Point",5.5,91.25
497,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,7,Arcane Manipulators,Grand Strategist,War-Wrought Citadel,"Ironheart Forges, Scorched Wastes, Silent Chasm",7.5,91.5
498,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Sacrificial Cult,Arch-Hierarch,Sanctum of the Fallen,"Bloodletting Altar, Breach Point, Hall of Mirrors",10.0,90.75
499,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Arcane Manipulators,Grand Strategist,Sanctum of the Fallen,"Scorched Wastes, Arcane Nexus, Grand Cathedral",9.25,103.25
500,bad_vs_mediocre,bad,mediocre,Player 2,1,winner_declared,6,Arcane Manipulators,Vanguard,Sanctum of the Fallen,"Silent Chasm, Scorched Wastes, Arcane Nexus",7.75,82.75
501,bad_vs_good,bad,good,Player 2,1,winner_declared,8,Inspiring Defenders,Arch-Hierarch,High Command Spire,"Silent Chasm, Breach Point, Grand Cathedral",14.75,90.75
502,bad_vs_good,bad,good,Player 2,1,winner_declared,7,Inspiring Defenders,Arch-Hierarch,Quartermaster's Bastion,"Ironheart Forges, Grand Cathedral, Bloodletting Altar",7.5,92.0
503,bad_vs_good,bad,good,Player 2,1,winner_declared,6,Relentless Assault,Ash Chancellor,High Command Spire,"Bloodletting Altar, Scorched Wastes, Silent Chasm",11.75,87.25
504,bad_vs_good,bad,good,Player 2,1,winner_declared,6,Siege Masters,Storm Warden,Sanctum of the Fallen,"Grand Cathedral, Hall of Mirrors, Silent Chasm",8.5,97.5
505,bad_vs_good,bad,good,Player 2,1,winner_declared,6,Inspiring Defenders,Arch-Hierarch,War-Wrought Citadel,"Hall of Mirrors, Breach Point, Ironheart Forges",8.0,97.0
506,bad_vs_good,bad,good,Player 2,1,winner_declared,5,Sacrificial Cult,Grand Strategist,Quartermaster's Bastion,"Bloodletting Altar, Ironheart Forges, Arcane Nexus",8.0,96.5
507,bad_vs_good,bad,good,Player 2,1,winner_declared,5,Siege Masters,Grand Strategist,Ossuary Keep,"Silent Chasm, Martyr’s Square, Grand Cathedral",6.75,96.0
508,bad_vs_good,bad,good,Player 2,1,winner_declared,7,Siege Masters,Vanguard,High Command Spire,"Bloodletting Altar, Ironheart Forges, Arcane Nexus",11.0,91.75
509,bad_vs_good,bad,good,Player 2,1,winner_declared,5,Arcane Manipulators,Vanguard,Quartermaster's Bastion,"Martyr’s Square, Hall of Mirrors, Arcane Nexus",18.5,77.75
510,bad_vs_good,bad,good,Player 2,1,winner_declared,6,Inspiring Defenders,Storm Warden,High Command Spire,"Scorched Wastes, Martyr’s Square, Breach Point",21.0,79.25
511,bad_vs_good,bad,good,Player 2,1,winner_declared,7,Inspiring Defenders,Ash Chancellor,Quartermaster's Bastion,"Hall of Mirrors, Scorched Wastes, Bloodletting Altar",11.0,100.25
512,bad_vs_good,bad,good,Player 2,1,winner_declared,6,Relentless Assault,Ash Chancellor,Quartermaster's Bastion,"Bloodletting Altar, Grand Cathedral, Arcane Nexus",9.0,90.75
513,bad_vs_good,bad,good,Player 2,1,winner_declared,6,Inspiring Defenders,Arch-Hierarch,High Command Spire,"Breach Point, Bloodletting Altar, Ironheart Forges",7.0,91.75
514,bad_vs_good,bad,good,Player 2,1,winner_declared,6,Arcane Manipulators,Vanguard,Ossuary Keep,"Arcane Nexus, Martyr’s Square, Hall of Mirrors",9.0,91.5
515,bad_vs_good,bad,good,Player 2,1,winner_declared,5,Arcane Manipulators,Arch-Hierarch,War-Wrought Citadel,"Ironheart Forges, Grand Cathedral, Martyr’s Square",8.25,86.75
516,bad_vs_good,bad,good,Player 2,1,winner_declared,7,Sacrificial Cult,Ash Chancellor,War-Wrought Citadel,"Bloodletting Altar, Arcane Nexus, Grand Cathedral",10.25,95.25
517,bad_vs_good,bad,good,Player 2,1,winner_declared,7,Arcane Manipulators,Ash Chancellor,Ossuary Keep,"Hall of Mirrors, Grand Cathedral, Breach Point",10.25,96.5
518,bad_vs_good,bad,good,Player 2,1,winner_declared,6,Siege Masters,Ash Chancellor,Ossuary Keep,"Arcane Nexus, Martyr’s Square, Bloodletting Altar",8.75,88.5
519,bad_vs_good,bad,good,Player 2,1,winner_declared,5,Relentless Assault,Vanguard,Sanctum of the Fallen,"Silent Chasm, Bloodletting Altar, Breach Point",7.75,88.75
520,bad_vs_good,bad,good,Player 2,1,winner_declared,7,Relentless Assault,Storm Warden,Ossuary Keep,"Grand Cathedral, Silent Chasm, Hall of Mirrors",12.75,87.0
521,bad_vs_good,bad,good,Player 2,1,winner_declared,5,Sacrificial Cult,Vanguard,Ossuary Keep,"Hall of Mirrors, Arcane Nexus, Breach Point",8.0,91.0
522,bad_vs_good,bad,good,Player 2,1,winner_declared,6,Relentless Assault,Storm Warden,Ossuary Keep,"Grand Cathedral, Hall of Mirrors, Bloodletting Altar",9.5,97.0
523,bad_vs_good,bad,good,Player 2,1,winner_declared,6,Siege Masters,Ash Chancellor,Quartermaster's Bastion,"Martyr’s Square, Silent Chasm, Hall of Mirrors",9.75,93.0
